sales_id,sku,sale_date,units_sold
85,10003,2026-08-20,6
86,10003,2026-08-21,6
87,10003,2026-08-22,5
88,10003,2026-08-23,6
89,10003,2026-08-24,5
90,10003,2026-08-25,7
91,10004,2026-07-27,6
92,10004,2026-07-28,5
93,10004,2026-07-29,5
94,10004,2026-07-30,5
95,10004,2026-07-31,6
96,10004,2026-08-01,4
97,10004,2026-08-02,4
98,10004,2026-08-03,5
99,10004,2026-08-04,6
100,10004,2026-08-05,5
101,10004,2026-08-06,5
102,10004,2026-08-07,6
103,10004,2026-08-08,5
104,10004,2026-08-09,4
105,10004,2026-08-10,5
106,10004,2026-08-11,6
107,10004,2026-08-12,4
108,10004,2026-08-13,6
109,10004,2026-08-14,6
110,10004,2026-08-15,4
111,10004,2026-08-16,4
112,10004,2026-08-17,6
113,10004,2026-08-18,5
114,10004,2026-08-19,6
115,10004,2026-08-20,6
116,10004,2026-08-21,5
117,10004,2026-08-22,3
118,10004,2026-08-23,4
119,10004,2026-08-24,5
120,10004,2026-08-25,5
121,10005,2026-07-27,8
122,10005,2026-07-28,8
123,10005,2026-07-29,10
124,10005,2026-07-30,9
125,10005,2026-07-31,10
126,10005,2026-08-01,8
127,10005,2026-08-02,8
128,10005,2026-08-03,9
129,10005,2026-08-04,10
130,10005,2026-08-05,8
131,10005,2026-08-06,9
132,10005,2026-08-07,9
133,10005,2026-08-08,7
134,10005,2026-08-09,9
135,10005,2026-08-10,11
136,10005,2026-08-11,11
137,10005,2026-08-12,11
138,10005,2026-08-13,10
139,10005,2026-08-14,8
140,10005,2026-08-15,7
141,10005,2026-08-16,6
142,10005,2026-08-17,9
143,10005,2026-08-18,10
144,10005,2026-08-19,10
145,10005,2026-08-20,10
146,10005,2026-08-21,11
147,10005,2026-08-22,7
148,10005,2026-08-23,8
149,10005,2026-08-24,11
150,10005,2026-08-25,10
151,10006,2026-07-27,15
152,10006,2026-07-28,18
153,10006,2026-07-29,22
154,10006,2026-07-30,16
155,10006,2026-07-31,20
156,10006,2026-08-01,14
157,10006,2026-08-02,16
158,10006,2026-08-03,15
159,10006,2026-08-04,20
160,10006,2026-08-05,19
161,10006,2026-08-06,21
162,10006,2026-08-07,23
163,10006,2026-08-08,12
164,10006,2026-08-09,15
165,10006,2026-08-10,21
166,10006,2026-08-11,21
167,10006,2026-08-12,21
168,10006,2026-08-13,20
169,10006,2026-08-14,21
170,10006,2026-08-15,15
171,10006,2026-08-16,16
172,10006,2026-08-17,21
173,10006,2026-08-18,18
174,10006,2026-08-19,22
175,10006,2026-08-20,22
176,10006,2026-08-21,18
177,10006,2026-08-22,16
178,10006,2026-08-23,15
179,10006,2026-08-24,15
180,10006,2026-08-25,17
181,10007,2026-07-27,10
182,10007,2026-07-28,12
183,10007,2026-07-29,13
184,10007,2026-07-30,11
185,10007,2026-07-31,9
186,10007,2026-08-01,11
187,10007,2026-08-02,8
188,10007,2026-08-03,11
189,10007,2026-08-04,12
190,10007,2026-08-05,10
191,10007,2026-08-06,13
192,10007,2026-08-07,11
193,10007,2026-08-08,10
194,10007,2026-08-09,9
195,10007,2026-08-10,12
196,10007,2026-08-11,14
197,10007,2026-08-12,14
198,10007,2026-08-13,13
199,10007,2026-08-14,12
200,10007,2026-08-15,11
201,10007,2026-08-16,10
202,10007,2026-08-17,9
203,10007,2026-08-18,11
204,10007,2026-08-19,13
205,10007,2026-08-20,13
206,10007,2026-08-21,11
207,10007,2026-08-22,7
208,10007,2026-08-23,8
209,10007,2026-08-24,11
210,10007,2026-08-25,11
211,10008,2026-07-27,7
212,10008,2026-07-28,9
213,10008,2026-07-29,7
214,10008,2026-07-30,7
215,10008,2026-07-31,8
216,10008,2026-08-01,8
217,10008,2026-08-02,7
218,10008,2026-08-03,8
219,10008,2026-08-04,10
220,10008,2026-08-05,7
221,10008,2026-08-06,8
222,10008,2026-08-07,7
223,10008,2026-08-08,5
224,10008,2026-08-09,5
225,10008,2026-08-10,10
226,10008,2026-08-11,10
227,10008,2026-08-12,7
228,10008,2026-08-13,7
229,10008,2026-08-14,9
230,10008,2026-08-15,7
231,10008,2026-08-16,7
232,10008,2026-08-17,9
233,10008,2026-08-18,9
234,10008,2026-08-19,9
235,10008,2026-08-20,9
236,10008,2026-08-21,7
237,10008,2026-08-22,6
238,10008,2026-08-23,6
239,10008,2026-08-24,9
240,10008,2026-08-25,9
241,10009,2026-07-27,8
242,10009,2026-07-28,6
243,10009,2026-07-29,7
244,10009,2026-07-30,8
245,10009,2026-07-31,7
246,10009,2026-08-01,6
247,10009,2026-08-02,6
248,10009,2026-08-03,9
249,10009,2026-08-04,6
250,10009,2026-08-05,9
251,10009,2026-08-06,8
252,10009,2026-08-07,8
253,10009,2026-08-08,7
254,10009,2026-08-09,5
255,10009,2026-08-10,8
256,10009,2026-08-11,7
257,10009,2026-08-12,6
258,10009,2026-08-13,9
259,10009,2026-08-14,8
260,10009,2026-08-15,7
261,10009,2026-08-16,5
262,10009,2026-08-17,8
263,10009,2026-08-18,8
264,10009,2026-08-19,8
265,10009,2026-08-20,6
266,10009,2026-08-21,8
267,10009,2026-08-22,6
268,10009,2026-08-23,6
269,10009,2026-08-24,8
270,10009,2026-08-25,8
271,10010,2026-07-27,11
272,10010,2026-07-28,14
273,10010,2026-07-29,14
274,10010,2026-07-30,11
275,10010,2026-07-31,15
276,10010,2026-08-01,10
277,10010,2026-08-02,11
278,10010,2026-08-03,12
279,10010,2026-08-04,13
280,10010,2026-08-05,14
281,10010,2026-08-06,14
282,10010,2026-08-07,15
283,10010,2026-08-08,9
284,10010,2026-08-09,10
285,10010,2026-08-10,13
286,10010,2026-08-11,10
287,10010,2026-08-12,11
288,10010,2026-08-13,14
289,10010,2026-08-14,15
290,10010,2026-08-15,10
291,10010,2026-08-16,9
292,10010,2026-08-17,10
293,10010,2026-08-18,10
294,10010,2026-08-19,12
295,10010,2026-08-20,11
296,10010,2026-08-21,13
297,10010,2026-08-22,9
298,10010,2026-08-23,12
299,10010,2026-08-24,10
300,10010,2026-08-25,12
301,10011,2026-07-27,6
302,10011,2026-07-28,7
303,10011,2026-07-29,9
304,10011,2026-07-30,7
305,10011,2026-07-31,8
306,10011,2026-08-01,5
307,10011,2026-08-02,6
308,10011,2026-08-03,9
309,10011,2026-08-04,8
310,10011,2026-08-05,7
311,10011,2026-08-06,6
312,10011,2026-08-07,7
313,10011,2026-08-08,6
314,10011,2026-08-09,5
315,10011,2026-08-10,6
316,10011,2026-08-11,9
317,10011,2026-08-12,6
318,10011,2026-08-13,7
319,10011,2026-08-14,8
320,10011,2026-08-15,6
321,10011,2026-08-16,6
322,10011,2026-08-17,7
323,10011,2026-08-18,7
324,10011,2026-08-19,8
325,10011,2026-08-20,9
326,10011,2026-08-21,8
327,10011,2026-08-22,5
328,10011,2026-08-23,5
329,10011,2026-08-24,8
330,10011,2026-08-25,8
331,10012,2026-07-27,6
332,10012,2026-07-28,5
333,10012,2026-07-29,6
334,10012,2026-07-30,5
335,10012,2026-07-31,6
336,10012,2026-08-01,5
337,10012,2026-08-02,5
338,10012,2026-08-03,5
339,10012,2026-08-04,6
340,10012,2026-08-05,4
341,10012,2026-08-06,5
342,10012,2026-08-07,5
343,10012,2026-08-08,5
344,10012,2026-08-09,4
345,10012,2026-08-10,5
346,10012,2026-08-11,6
347,10012,2026-08-12,5
348,10012,2026-08-13,6
349,10012,2026-08-14,4
350,10012,2026-08-15,4
351,10012,2026-08-16,5
352,10012,2026-08-17,5
353,10012,2026-08-18,4
354,10012,2026-08-19,5
355,10012,2026-08-20,4
356,10012,2026-08-21,6
357,10012,2026-08-22,4
358,10012,2026-08-23,5
359,10012,2026-08-24,6
360,10012,2026-08-25,5
361,10013,2026-07-27,11
362,10013,2026-07-28,8
363,10013,2026-07-29,11
364,10013,2026-07-30,10
365,10013,2026-07-31,11
366,10013,2026-08-01,6
367,10013,2026-08-02,8
368,10013,2026-08-03,9
369,10013,2026-08-04,11
370,10013,2026-08-05,11
371,10013,2026-08-06,9
372,10013,2026-08-07,11
373,10013,2026-08-08,8
374,10013,2026-08-09,8
375,10013,2026-08-10,11
376,10013,2026-08-11,10
377,10013,2026-08-12,9
378,10013,2026-08-13,8
379,10013,2026-08-14,9
380,10013,2026-08-15,8
381,10013,2026-08-16,7
382,10013,2026-08-17,10
383,10013,2026-08-18,9
384,10013,2026-08-19,8
385,10013,2026-08-20,9
386,10013,2026-08-21,9
387,10013,2026-08-22,7
388,10013,2026-08-23,8
389,10013,2026-08-24,11
390,10013,2026-08-25,8
391,10014,2026-07-27,7
392,10014,2026-07-28,7
393,10014,2026-07-29,7
394,10014,2026-07-30,6
395,10014,2026-07-31,6
396,10014,2026-08-01,5
397,10014,2026-08-02,6
398,10014,2026-08-03,7
399,10014,2026-08-04,6
400,10014,2026-08-05,7
401,10014,2026-08-06,5
402,10014,2026-08-07,7
403,10014,2026-08-08,6
404,10014,2026-08-09,6
405,10014,2026-08-10,6
406,10014,2026-08-11,6
407,10014,2026-08-12,7
408,10014,2026-08-13,6
409,10014,2026-08-14,7
410,10014,2026-08-15,4
411,10014,2026-08-16,5
412,10014,2026-08-17,5
413,10014,2026-08-18,7
414,10014,2026-08-19,8
415,10014,2026-08-20,6
416,10014,2026-08-21,7
417,10014,2026-08-22,6
418,10014,2026-08-23,6
419,10014,2026-08-24,7
420,10014,2026-08-25,6
421,10015,2026-07-27,4
422,10015,2026-07-28,4
423,10015,2026-07-29,4
424,10015,2026-07-30,4
425,10015,2026-07-31,4
426,10015,2026-08-01,4
427,10015,2026-08-02,3
428,10015,2026-08-03,5
429,10015,2026-08-04,4
430,10015,2026-08-05,4
431,10015,2026-08-06,4
432,10015,2026-08-07,4
433,10015,2026-08-08,3
434,10015,2026-08-09,3
435,10015,2026-08-10,5
436,10015,2026-08-11,5
437,10015,2026-08-12,6
438,10015,2026-08-13,5
439,10015,2026-08-14,6
440,10015,2026-08-15,4
441,10015,2026-08-16,4
442,10015,2026-08-17,6
443,10015,2026-08-18,6
444,10015,2026-08-19,4
445,10015,2026-08-20,6
446,10015,2026-08-21,5
447,10015,2026-08-22,4
448,10015,2026-08-23,5
449,10015,2026-08-24,6
450,10015,2026-08-25,5
451,10016,2026-07-27,8
452,10016,2026-07-28,8
453,10016,2026-07-29,7
454,10016,2026-07-30,7
455,10016,2026-07-31,10
456,10016,2026-08-01,5
457,10016,2026-08-02,8
458,10016,2026-08-03,8
459,10016,2026-08-04,10
460,10016,2026-08-05,7
461,10016,2026-08-06,7
462,10016,2026-08-07,8
463,10016,2026-08-08,7
464,10016,2026-08-09,6
465,10016,2026-08-10,7
466,10016,2026-08-11,9
467,10016,2026-08-12,8
468,10016,2026-08-13,7
469,10016,2026-08-14,9
470,10016,2026-08-15,5
471,10016,2026-08-16,5
472,10016,2026-08-17,7
473,10016,2026-08-18,8
474,10016,2026-08-19,7
475,10016,2026-08-20,9
476,10016,2026-08-21,8
477,10016,2026-08-22,7
478,10016,2026-08-23,6
479,10016,2026-08-24,8
480,10016,2026-08-25,7
481,10017,2026-07-27,5
482,10017,2026-07-28,4
483,10017,2026-07-29,6
484,10017,2026-07-30,6
485,10017,2026-07-31,6
486,10017,2026-08-01,4
487,10017,2026-08-02,3
488,10017,2026-08-03,5
489,10017,2026-08-04,6
490,10017,2026-08-05,5
491,10017,2026-08-06,6
492,10017,2026-08-07,6
493,10017,2026-08-08,5
494,10017,2026-08-09,4
495,10017,2026-08-10,5
496,10017,2026-08-11,5
497,10017,2026-08-12,5
498,10017,2026-08-13,5
499,10017,2026-08-14,5
500,10017,2026-08-15,4
501,10017,2026-08-16,5
502,10017,2026-08-17,5
503,10017,2026-08-18,5
504,10017,2026-08-19,5
505,10017,2026-08-20,5
506,10017,2026-08-21,6
507,10017,2026-08-22,4
508,10017,2026-08-23,4
509,10017,2026-08-24,5
510,10017,2026-08-25,6
511,10018,2026-07-27,17
512,10018,2026-07-28,19
513,10018,2026-07-29,20
514,10018,2026-07-30,15
515,10018,2026-07-31,14
516,10018,2026-08-01,14
517,10018,2026-08-02,13
518,10018,2026-08-03,19
519,10018,2026-08-04,20
520,10018,2026-08-05,20
521,10018,2026-08-06,25
522,10018,2026-08-07,28
523,10018,2026-08-08,12
524,10018,2026-08-09,15
525,10018,2026-08-10,18
526,10018,2026-08-11,15
527,10018,2026-08-12,16
528,10018,2026-08-13,17
529,10018,2026-08-14,15
530,10018,2026-08-15,15
531,10018,2026-08-16,14
532,10018,2026-08-17,15
533,10018,2026-08-18,19
534,10018,2026-08-19,17
535,10018,2026-08-20,14
536,10018,2026-08-21,18
537,10018,2026-08-22,11
538,10018,2026-08-23,11
539,10018,2026-08-24,20
540,10018,2026-08-25,18
541,10019,2026-07-27,9
542,10019,2026-07-28,12
543,10019,2026-07-29,11
544,10019,2026-07-30,11
545,10019,2026-07-31,9
546,10019,2026-08-01,9
547,10019,2026-08-02,7
548,10019,2026-08-03,10
549,10019,2026-08-04,12
550,10019,2026-08-05,9
551,10019,2026-08-06,8
552,10019,2026-08-07,10
553,10019,2026-08-08,9
554,10019,2026-08-09,8
555,10019,2026-08-10,13
556,10019,2026-08-11,9
557,10019,2026-08-12,9
558,10019,2026-08-13,9
559,10019,2026-08-14,12
560,10019,2026-08-15,8
561,10019,2026-08-16,7
562,10019,2026-08-17,11
563,10019,2026-08-18,11
564,10019,2026-08-19,11
565,10019,2026-08-20,10
566,10019,2026-08-21,12
567,10019,2026-08-22,9
568,10019,2026-08-23,8
569,10019,2026-08-24,12
570,10019,2026-08-25,9
571,10020,2026-07-27,7
572,10020,2026-07-28,6
573,10020,2026-07-29,7
574,10020,2026-07-30,7
575,10020,2026-07-31,7
576,10020,2026-08-01,6
577,10020,2026-08-02,6
578,10020,2026-08-03,7
579,10020,2026-08-04,9
580,10020,2026-08-05,6
581,10020,2026-08-06,9
582,10020,2026-08-07,7
583,10020,2026-08-08,7
584,10020,2026-08-09,7
585,10020,2026-08-10,7
586,10020,2026-08-11,9
587,10020,2026-08-12,6
588,10020,2026-08-13,7
589,10020,2026-08-14,6
590,10020,2026-08-15,6
591,10020,2026-08-16,6
592,10020,2026-08-17,8
593,10020,2026-08-18,7
594,10020,2026-08-19,6
595,10020,2026-08-20,8
596,10020,2026-08-21,7
597,10020,2026-08-22,5
598,10020,2026-08-23,6
599,10020,2026-08-24,8
600,10020,2026-08-25,8
601,10021,2026-07-27,4
602,10021,2026-07-28,6
603,10021,2026-07-29,5
604,10021,2026-07-30,5
605,10021,2026-07-31,6
606,10021,2026-08-01,3
607,10021,2026-08-02,5
608,10021,2026-08-03,5
609,10021,2026-08-04,5
610,10021,2026-08-05,5
611,10021,2026-08-06,5
612,10021,2026-08-07,6
613,10021,2026-08-08,5
614,10021,2026-08-09,4
615,10021,2026-08-10,6
616,10021,2026-08-11,4
617,10021,2026-08-12,5
618,10021,2026-08-13,5
619,10021,2026-08-14,6
620,10021,2026-08-15,4
621,10021,2026-08-16,4
622,10021,2026-08-17,4
623,10021,2026-08-18,6
624,10021,2026-08-19,6
625,10021,2026-08-20,5
626,10021,2026-08-21,6
627,10021,2026-08-22,5
628,10021,2026-08-23,5
629,10021,2026-08-24,6
630,10021,2026-08-25,5
631,10022,2026-07-27,3
632,10022,2026-07-28,3
633,10022,2026-07-29,3
634,10022,2026-07-30,4
635,10022,2026-07-31,3
636,10022,2026-08-01,3
637,10022,2026-08-02,2
638,10022,2026-08-03,3
639,10022,2026-08-04,3
640,10022,2026-08-05,4
641,10022,2026-08-06,3
642,10022,2026-08-07,4
643,10022,2026-08-08,3
644,10022,2026-08-09,2
645,10022,2026-08-10,3
646,10022,2026-08-11,3
647,10022,2026-08-12,3
648,10022,2026-08-13,3
649,10022,2026-08-14,3
650,10022,2026-08-15,2
651,10022,2026-08-16,2
652,10022,2026-08-17,3
653,10022,2026-08-18,3
654,10022,2026-08-19,4
655,10022,2026-08-20,3
656,10022,2026-08-21,4
657,10022,2026-08-22,3
658,10022,2026-08-23,3
659,10022,2026-08-24,3
660,10022,2026-08-25,3
661,10023,2026-07-27,14
662,10023,2026-07-28,13
663,10023,2026-07-29,12
664,10023,2026-07-30,14
665,10023,2026-07-31,15
666,10023,2026-08-01,11
667,10023,2026-08-02,12
668,10023,2026-08-03,11
669,10023,2026-08-04,15
670,10023,2026-08-05,16
671,10023,2026-08-06,13
672,10023,2026-08-07,13
673,10023,2026-08-08,12
674,10023,2026-08-09,10
675,10023,2026-08-10,13
676,10023,2026-08-11,11
677,10023,2026-08-12,16
678,10023,2026-08-13,14
679,10023,2026-08-14,12
680,10023,2026-08-15,13
681,10023,2026-08-16,11
682,10023,2026-08-17,11
683,10023,2026-08-18,12
684,10023,2026-08-19,15
685,10023,2026-08-20,13
686,10023,2026-08-21,15
687,10023,2026-08-22,9
688,10023,2026-08-23,11
689,10023,2026-08-24,15
690,10023,2026-08-25,11
691,10024,2026-07-27,8
692,10024,2026-07-28,7
693,10024,2026-07-29,7
694,10024,2026-07-30,8
695,10024,2026-07-31,8
696,10024,2026-08-01,6
697,10024,2026-08-02,6
698,10024,2026-08-03,10
699,10024,2026-08-04,9
700,10024,2026-08-05,10
701,10024,2026-08-06,8
702,10024,2026-08-07,7
703,10024,2026-08-08,6
704,10024,2026-08-09,5
705,10024,2026-08-10,7
706,10024,2026-08-11,8
707,10024,2026-08-12,9
708,10024,2026-08-13,8
709,10024,2026-08-14,7
710,10024,2026-08-15,7
711,10024,2026-08-16,5
712,10024,2026-08-17,8
713,10024,2026-08-18,7
714,10024,2026-08-19,7
715,10024,2026-08-20,9
716,10024,2026-08-21,9
717,10024,2026-08-22,6
718,10024,2026-08-23,8
719,10024,2026-08-24,9
720,10024,2026-08-25,9
721,10025,2026-07-27,8
722,10025,2026-07-28,6
723,10025,2026-07-29,8
724,10025,2026-07-30,8
725,10025,2026-07-31,8
726,10025,2026-08-01,6
727,10025,2026-08-02,5
728,10025,2026-08-03,8
729,10025,2026-08-04,7
730,10025,2026-08-05,9
731,10025,2026-08-06,6
732,10025,2026-08-07,8
733,10025,2026-08-08,6
734,10025,2026-08-09,5
735,10025,2026-08-10,7
736,10025,2026-08-11,9
737,10025,2026-08-12,6
738,10025,2026-08-13,7
739,10025,2026-08-14,8
740,10025,2026-08-15,5
741,10025,2026-08-16,6
742,10025,2026-08-17,6
743,10025,2026-08-18,7
744,10025,2026-08-19,6
745,10025,2026-08-20,7
746,10025,2026-08-21,9
747,10025,2026-08-22,6
748,10025,2026-08-23,5
749,10025,2026-08-24,6
750,10025,2026-08-25,7
751,10026,2026-07-27,16
752,10026,2026-07-28,16
753,10026,2026-07-29,14
754,10026,2026-07-30,14
755,10026,2026-07-31,14
756,10026,2026-08-01,11
757,10026,2026-08-02,10
758,10026,2026-08-03,14
759,10026,2026-08-04,14
760,10026,2026-08-05,15
761,10026,2026-08-06,16
762,10026,2026-08-07,17
763,10026,2026-08-08,13
764,10026,2026-08-09,12
765,10026,2026-08-10,18
766,10026,2026-08-11,17
767,10026,2026-08-12,15
768,10026,2026-08-13,16
769,10026,2026-08-14,15
770,10026,2026-08-15,10
771,10026,2026-08-16,13
772,10026,2026-08-17,15
773,10026,2026-08-18,18
774,10026,2026-08-19,16
775,10026,2026-08-20,18
776,10026,2026-08-21,16
777,10026,2026-08-22,0
778,10026,2026-08-23,0
779,10026,2026-08-24,0
780,10026,2026-08-25,0
781,10027,2026-07-27,10
782,10027,2026-07-28,10
783,10027,2026-07-29,10
784,10027,2026-07-30,9
785,10027,2026-07-31,10
786,10027,2026-08-01,6
787,10027,2026-08-02,6
788,10027,2026-08-03,10
789,10027,2026-08-04,11
790,10027,2026-08-05,9
791,10027,2026-08-06,8
792,10027,2026-08-07,9
793,10027,2026-08-08,7
794,10027,2026-08-09,7
795,10027,2026-08-10,8
796,10027,2026-08-11,8
797,10027,2026-08-12,11
798,10027,2026-08-13,11
799,10027,2026-08-14,9
800,10027,2026-08-15,7
801,10027,2026-08-16,7
802,10027,2026-08-17,9
803,10027,2026-08-18,9
804,10027,2026-08-19,10
805,10027,2026-08-20,9
806,10027,2026-08-21,10
807,10027,2026-08-22,9
808,10027,2026-08-23,6
809,10027,2026-08-24,10
810,10027,2026-08-25,9
811,10028,2026-07-27,7
812,10028,2026-07-28,6
813,10028,2026-07-29,5
814,10028,2026-07-30,6
815,10028,2026-07-31,7
816,10028,2026-08-01,6
817,10028,2026-08-02,5
818,10028,2026-08-03,6
819,10028,2026-08-04,6
820,10028,2026-08-05,8
821,10028,2026-08-06,5
822,10028,2026-08-07,7
823,10028,2026-08-08,5
824,10028,2026-08-09,5
825,10028,2026-08-10,6
826,10028,2026-08-11,7
827,10028,2026-08-12,7
828,10028,2026-08-13,7
829,10028,2026-08-14,6
830,10028,2026-08-15,5
831,10028,2026-08-16,5
832,10028,2026-08-17,6
833,10028,2026-08-18,6
834,10028,2026-08-19,5
835,10028,2026-08-20,7
836,10028,2026-08-21,7
837,10028,2026-08-22,5
838,10028,2026-08-23,5
839,10028,2026-08-24,7
840,10028,2026-08-25,7
841,10029,2026-07-27,8
842,10029,2026-07-28,8
843,10029,2026-07-29,8
844,10029,2026-07-30,9
845,10029,2026-07-31,7
846,10029,2026-08-01,6
847,10029,2026-08-02,6
848,10029,2026-08-03,9
849,10029,2026-08-04,9
850,10029,2026-08-05,8
851,10029,2026-08-06,7
852,10029,2026-08-07,9
853,10029,2026-08-08,6
854,10029,2026-08-09,6
855,10029,2026-08-10,8
856,10029,2026-08-11,8
857,10029,2026-08-12,8
858,10029,2026-08-13,8
859,10029,2026-08-14,8
860,10029,2026-08-15,6
861,10029,2026-08-16,6
862,10029,2026-08-17,7
863,10029,2026-08-18,9
864,10029,2026-08-19,8
865,10029,2026-08-20,9
866,10029,2026-08-21,10
867,10029,2026-08-22,7
868,10029,2026-08-23,8
869,10029,2026-08-24,8
870,10029,2026-08-25,10
871,10030,2026-07-27,6
872,10030,2026-07-28,5
873,10030,2026-07-29,5
874,10030,2026-07-30,6
875,10030,2026-07-31,0
876,10030,2026-08-01,0
877,10030,2026-08-02,0
878,10030,2026-08-03,0
879,10030,2026-08-04,0
880,10030,2026-08-05,5
881,10030,2026-08-06,5
882,10030,2026-08-07,5
883,10030,2026-08-08,5
884,10030,2026-08-09,5
885,10030,2026-08-10,6
886,10030,2026-08-11,6
887,10030,2026-08-12,4
888,10030,2026-08-13,6
889,10030,2026-08-14,5
890,10030,2026-08-15,4
891,10030,2026-08-16,4
892,10030,2026-08-17,6
893,10030,2026-08-18,6
894,10030,2026-08-19,5
895,10030,2026-08-20,6
896,10030,2026-08-21,6
897,10030,2026-08-22,4
898,10030,2026-08-23,4
899,10030,2026-08-24,5
900,10030,2026-08-25,4
